0.98019,0.13935,2.1623e+05
0.96072,0.19425,2.1623e+05
0.93321,0.24966,2.1623e+05
0.89305,0.30905,2.1623e+05
0.83423,0.37187,2.1623e+05
0.75408,0.43063,2.1623e+05
0.66471,0.47209,2.1623e+05
0.54422,0.49804,2.1623e+05
0.4393,0.4963,2.1623e+05
0.33933,0.47348,2.1623e+05
0.26164,0.43953,2.1623e+05
0.18563,0.38881,2.1623e+05
0.13893,0.34587,2.1623e+05
0.10062,0.30082,2.1623e+05
0.070397,0.25581,2.1623e+05
0.04651,0.21059,2.1623e+05
0.03166,0.17509,2.1623e+05
0.023581,0.15174,2.1623e+05
0.017199,0.13001,2.1623e+05
0.010743,0.10309,2.1623e+05
0.0082042,0.090205,2.1623e+05
0.0066734,0.081418,2.1623e+05
0.0046894,0.068319,2.1623e+05
0.0030199,0.054871,2.1623e+05
0.0021947,0.046797,2.1552e+05
0.0020226,0.044928,2.1408e+05
0.0016553,0.040652,2.1265e+05
0.00039769,0.019938,2.1122e+05
0.00078174,0.027949,2.0979e+05
0.00063353,0.025162,2.0836e+05
0.00019814,0.014075,2.0692e+05
0.00031145,0.017645,2.0549e+05
2.9403e-05,0.0054224,2.0406e+05
3.4546e-05,0.0058775,2.0263e+05
4.9703e-06,0.0022294,2.012e+05
1.0012e-05,0.0031641,1.9976e+05
0,0,1.9833e+05
5.5866e-05,0.0074742,1.969e+05
0,0,1.9547e+05
0,0,1.9404e+05
5.7112e-05,0.0075571,1.926e+05
0,0,1.9117e+05
0,0,1.8974e+05
0,0,1.8831e+05
0,0,1.8688e+05
0,0,1.8544e+05
0,0,1.8401e+05
0,0,1.8258e+05
0,0,1.8115e+05
0,0,1.7972e+05
0,0,1.7828e+05
0,0,1.7685e+05
0,0,1.7542e+05
0,0,1.7399e+05
0,0,1.7256e+05
0,0,1.7112e+05
0,0,1.6969e+05
0,0,1.6826e+05
0,0,1.6683e+05
0,0,1.654e+05
0,0,1.6396e+05
0,0,1.6253e+05
0,0,1.611e+05
0,0,1.5967e+05
0,0,1.5824e+05
0,0,1.568e+05
0,0,1.5537e+05
0,0,1.5394e+05
0,0,1.5251e+05
0,0,1.5108e+05
0,0,1.4964e+05
0,0,1.4821e+05
0,0,1.4678e+05
0,0,1.4535e+05
0,0,1.4392e+05
0,0,1.4248e+05
0,0,1.4105e+05
0,0,1.3962e+05
0,0,1.3819e+05
0,0,1.3676e+05
0,0,1.3532e+05
0,0,1.3389e+05
0,0,1.3246e+05
0,0,1.3103e+05
0,0,1.296e+05
0,0,1.2816e+05
0,0,1.2673e+05
0,0,1.253e+05
